Breed,Found
Pit Bull Mix,No
Dachshund Longhair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
German Shepherd/Redbone Hound,No
Toy Poodle Mix,No
German Shorthair Pointer Mix,No
Chihuahua Shorthair Mix,No
Bruss Griffon Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pbgv,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pointer Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
English Bulldog Mix,No
Chihuahua Longhair Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Bull Terrier Miniature Mix,No
Pit Bull Mix,No
Pointer/Pit Bull,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Rhod Ridgeback Mix,No
Cocker Spaniel Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Staffordshire Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Doberman Pinsch Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Staffordshire Mix,No
Dachshund Wirehair/Miniature Poodle,No
Pointer Mix,No
Maltese,No
German Shepherd Mix,No
American Eskimo Mix,No
Miniature Poodle Mix,No
Dachshund Wirehair/Standard Poodle,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Doberman Pinsch/Pit Bull,No
Pit Bull Mix,No
Redbone Hound Mix,No
German Shepherd Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Pit Bull,No
Cocker Spaniel Mix,No
Dachshund Wirehair Mix,No
Dutch Shepherd,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd,No
Pointer Mix,No
Pit Bull Mix,No
Miniature Poodle/Maltese,No
Miniature Poodle,No
Cane Corso,No
Pit Bull Mix,No
Pit Bull Mix,No
Pointer Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Queensland Heeler Mix,No
German Shepherd/Doberman Pinsch,No
Catahoula/Pit Bull,No
Jindo Mix,No
German Shepherd Mix,No
Harrier Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Black/Tan Hound Mix,No
Pointer Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Cocker Spaniel,No
Standard Poodle Mix,No
Miniature Poodle Mix,No
Harrier,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair,No
Chihuahua Shorthair Mix,No
Flat Coat Retriever Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Staffordshire Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Maltese Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Maltese Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pointer Mix,No
Chihuahua Longhair Mix,No
Chihuahua Shorthair Mix,No
English Bulldog Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Staffordshire Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pointer/Staffordshire,No
Collie Smooth Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair,No
Pit Bull Mix,No
Maltese Mix,No
Anatol Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Dachshund Longhair Mix,No
Chihuahua Shorthair,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Staffordshire Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Doberman Pinsch,No
Old English Bulldog Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Maltese Mix,No
Silky Terrier Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Collie Smooth Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Doberman Pinsch,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull/Queensland Heeler,No
Pit Bull Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Pointer Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Queensland Heeler Mix,No
Chihuahua Shorthair Mix,No
Bruss Griffon Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Treeing Cur Mix,No
Miniature Poodle Mix,No
Staffordshire Mix,No
St. Bernard Smooth Coat,No
Cocker Spaniel Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Longhair Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Mastiff Mix,No
German Shepherd Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Flat Coat Retriever Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Staffordshire,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Doberman Pinsch Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Longhair Mix,No
St. Bernard Rough Coat Mix,No
Chihuahua Longhair Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Chihuahua Shorthair,No
Chihuahua Longhair/Maltese,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Treeing Cur Mix,No
Chihuahua Shorthair Mix,No
Doberman Pinsch,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pointer Mix,No
Pit Bull Mix,No
Chihuahua Longhair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Staffordshire Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
German Shepherd Mix,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Dachshund Wirehair Mix,No
Brittany,No
Catahoula Mix,No
Chihuahua Shorthair,No
Pointer Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
German Shepherd/Collie Rough,No
Staffordshire Mix,No
Anatol Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Black/Tan Hound/Labrador Retriever,No
Anatol Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
West Highland Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd/Doberman Pinsch,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd/Mastiff,No
Pointer Mix,No
Chihuahua Shorthair Mix,No
German Shepherd,No
Chihuahua Shorthair Mix,No
Cocker Spaniel Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Bruss Griffon Mix,No
German Shepherd Mix,No
Miniature Poodle Mix,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Redbone Hound/Redbone Hound,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Maltese/Miniature Poodle,No
German Shepherd Mix,No
Pit Bull Mix,No
Standard Poodle,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Dachshund Wirehair Mix,No
Catahoula Mix,No
Catahoula Mix,No
German Shepherd Mix,No
Dutch Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Collie Rough Mix,No
Pit Bull Mix,No
Maltese Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair,No
Miniature Poodle Mix,No
St. Bernard Smooth Coat Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
English Bulldog,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Staffordshire Mix,No
Pit Bull/Pointer,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Staffordshire,No
Podengo Pequeno Mix,No
Belgian Malinois Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chinese Sharpei Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Rhod Ridgeback Mix,No
West Highland Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
English Bulldog,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Maltese Mix,No
Redbone Hound Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Maltese,No
Catahoula Mix,No
Queensland Heeler Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Rhod Ridgeback Mix,No
Chihuahua Shorthair Mix,No
Pointer Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd,No
Chihuahua Shorthair Mix,No
Rhod Ridgeback Mix,No
Collie Smooth Mix,No
German Shepherd Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pointer Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Catahoula Mix,No
Queensland Heeler Mix,No
Chihuahua Shorthair Mix,No
Pointer Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
German Shepherd Mix,No
Dachshund Longhair,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pointer Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair,No
Podengo Pequeno Mix,No
Pit Bull Mix,No
Maltese/Cocker Spaniel,No
Pit Bull Mix,No
Staffordshire Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Catahoula Mix,No
German Shepherd Mix,No
Pit Bull,No
Chihuahua Shorthair Mix,No
Black/Tan Hound Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair,No
Pit Bull Mix,No
German Shepherd Mix,No
Harrier Mix,No
Miniature Poodle/Chihuahua Shorthair,No
Chihuahua Shorthair Mix,No
German Shepherd,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Silky Terrier Mix,No
Chihuahua Shorthair Mix,No
Maltese Mix,No
Cocker Spaniel Mix,No
German Shepherd Mix,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
Dogo Argentino Mix,No
German Shepherd,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Flat Coat Retriever Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pointer Mix,No
Staffordshire Mix,No
Maltese Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull/Pointer,No
German Shepherd Mix,No
Cocker Spaniel Mix,No
Chihuahua Longhair Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull/English Bulldog,No
Pit Bull Mix,No
Redbone Hound Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Belgian Malinois Mix,No
Maltese Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
American Eskimo,No
Maltese Mix,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Pit Bull,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pointer Mix,No
Chihuahua Longhair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Cocker Spaniel Mix,No
Chihuahua Longhair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Doberman Pinsch Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull/Chihuahua Shorthair,No
Pit Bull Mix,No
Pit Bull/Catahoula,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Anatol Shepherd/Catahoula,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
German Shorthair Pointer Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
American Eskimo Mix,No
Chihuahua Shorthair,No
Anatol Shepherd,No
Staffordshire Mix,No
German Shepherd Mix,No
Chihuahua Longhair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Toy Poodle Mix,No
Toy Poodle,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Toy Poodle Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Cocker Spaniel Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Cocker Spaniel Mix,No
Pit Bull Mix,No
Dachshund Wirehair Mix,No
German Shepherd/Collie Smooth,No
Queensland Heeler Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Maltese/Miniature Poodle,No
Chinese Sharpei Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Schnauzer Giant Mix,No
Pit Bull Mix,No
German Shepherd/Collie Rough,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
Dachshund Wirehair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Akita/German Shepherd,No
German Shepherd Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chinese Sharpei/Pit Bull,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
St. Bernard Smooth Coat Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Maltese Mix,No
Catahoula,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Dachshund Wirehair Mix,No
Chihuahua Shorthair,No
Catahoula Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Maltese Mix,No
German Shepherd,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pointer/Catahoula,No
Belgian Malinois Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Flat Coat Retriever Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Black/Tan Hound Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Maltese Mix,No
German Shepherd Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Dachshund Wirehair Mix,No
Pit Bull Mix,No
Picardy Sheepdog Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair/Pit Bull,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd/Pit Bull,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Dachshund Longhair,No
Pbgv,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Dachshund Longhair,No
Miniature Poodle,No
Bruss Griffon Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Podengo Pequeno Mix,No
Chihuahua Shorthair Mix,No
Swiss Hound/Pit Bull,No
Chihuahua Shorthair Mix,No
Cocker Spaniel Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull/Pit Bull,No
German Shepherd Mix,No
Doberman Pinsch Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Dogo Argentino Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair/Chinese Sharpei,No
Pit Bull Mix,No
German Shorthair Pointer Mix,No
Harrier Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Toy Poodle Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Old English Bulldog Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pointer Mix,No
Cocker Spaniel Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair/Wire Hair Fox Terrier,No
Pit Bull Mix,No
Harrier Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Dachshund Longhair Mix,No
Queensland Heeler/Pit Bull,No
German Shepherd Mix,No
Chihuahua Longhair,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pointer/Harrier,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Cane Corso/Mastiff,No
Pit Bull Mix,No
Maltese/Miniature Poodle,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Pbgv Mix,No
Cocker Spaniel Mix,No
Pit Bull Mix,No
Mastiff Mix,No
Pit Bull/Catahoula,No
English Bulldog Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Standard Poodle,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Maltese/Toy Poodle,No
Bruss Griffon Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Chihuahua Longhair Mix,No
Chihuahua Shorthair Mix,No
Dachshund Wirehair/Chihuahua Longhair,No
Pit Bull Mix,No
Pit Bull,No
Pit Bull Mix,No
Pit Bull Mix,No
Cocker Spaniel/Chihuahua Shorthair,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Longhair Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Doberman Pinsch Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Black/Tan Hound/German Shepherd,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Collie Rough,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Bruss Griffon Mix,No
Maltese/Miniature Poodle,No
Pit Bull Mix,No
Pit Bull Mix,No
Maltese/Miniature Poodle,No
Anatol Shepherd Mix,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Queensland Heeler/Chihuahua Shorthair,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
German Shepherd Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
West Highland,No
Chihuahua Shorthair Mix,No
